Article_ID,fixed,only_notes_mismatch,Covidence_ID,Name_data_entry,Parameter_type,Parameter_FromFigure,Method_from_supplement,Parameter value,Exponent,Parameter lower bound,Parameter upper bound,Inverse_param,Parameter unit,Parameter value type,Parameter statistical approach,Parameter uncertainty - single type,Parameter uncertainty - single value,Parameter uncertainty - type,Parameter uncertainty - lower value,Parameter uncertainty - upper value,Distribution_type,Distribution_par1_type,Distribution_par1_value,Distribution_par1_uncertainty,Distribution_par2_type,Distribution_par2_value,Distribution_par2_uncertainty,parameter_paired,Parameter 2 value type,Parameter 2 value,Parameter 2 lower bound,Parameter 2 upper bound,Exponent_2,Inverse_param_2,Parameter 2 unit,Method_2_from_supplement,Parameter 2 statistical approach,Parameter 2 uncertainty - single type,Parameter 2 uncertainty - single value,Parameter 2 uncertainty type,Parameter 2 uncertainty - lower value,Parameter 2 uncertainty - upper value,Distribution_2_type,Distribution_2_par1_type,Distribution_2_par1_value,Distribution_2_par1_uncertainty,Distribution_2_par2_type,Distribution_2_par2_value,Distribution_2_par2_uncertainty,Genome_site,Genomic_sequence_available,Method_R,R_pathway,parameter_hd_from,Other_delay_start,parameter_hd_to,Other_delay_end,CFR_IFR_numerator,CFR_IFR_denominator,CFR_IFR_Method,Case_definition,Riskfactor_outcome,Riskfactor_name,Riskfactor_occupation,Riskfactor_significant,Riskfactor_adjusted,Method_disaggregated,Method_disaggregated_only,Method_disaggregated_by,Population_sex,Population_sample_size,Population_sample_type,Population_group,Population_age_min,Population_age_max,Population_country,Population_location,parameter_context_location_type,Method_moment_value,Urban/Rural area,Data_available,parameter_notes,Population_study_start_day,Population_study_start_month,Population_study_start_year,Population_study_end_day,Population_study_end_month,Population_study_end_year,access_param_id,Pathogen,num_rows,matching
44,1,FALSE,2109,Thomas Rawson,Severity - proportion of asymptomatic cases,No,No,50,0,NA,NA,NA,Percentage (%),Unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,34,Naive,NA,NA,NA,NA,NA,NA,Yes,No,"Age,Level of exposure,Region,Sex,Time,Other",Both,34,Hospital based,Persons under investigation,NA,NA,United Arab Emirates,Abu Dhabi,emirate,Mid outbreak,Both urban and rural areas,Not available,NA,NA,5,2014,NA,6,2014,044_004,MERS-CoV,1,0
148,1,FALSE,2109,Yiran Wang,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Other",NA,Significant,Not adjusted,No,NA,NA,Both,24,Hospital based,Persons under investigation,NA,NA,United Arab Emirates,Abu Dhabi,Emirate,Mid outbreak,Both urban and rural areas,Not available,"setting & group: lab-confirmed cases and their household contacts, so i consider mixed setting & group? risk factors for case patients to test seropositive: age, days of PCR positivity, No. of days being PCR positive, and disease severity. Used chi-squared test so unadjusted. I am a bit confused about the start & end date, in the method it said cases diagnosed between 2013-2014 were enrolled, but in discussion it said that this investigation occurred during May-June 2014.",NA,5,2014,NA,6,2014,148_001,MERS-CoV,1,0
148,1,FALSE,2109,Yiran Wang,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Sex,Other",NA,Not significant,Not adjusted,No,NA,NA,Both,24,Hospital based,Persons under investigation,NA,NA,United Arab Emirates,Abu Dhabi,Emirate,Mid outbreak,Both urban and rural areas,Not available,"risk factor for testing seropositive among MERS case patients, extracted from table 4, sex, nationality, region, duration of stay in same house as a MERS-Cov case, duration since last PCR-positive test, insignificant",NA,5,2014,NA,6,2014,148_004,MERS-CoV,1,0
148,1,FALSE,2109,Yiran Wang,Human delay - other human delay (go to section),No,No,55,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,53,58,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,the first PCR-positive result,Other,have detectable MERS-CoV antibodies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,24,Mixed settings,Persons under investigation,NA,NA,United Arab Emirates,Abu Dhabi,Emirate,Mid outbreak,Both urban and rural areas,Not available,NA,NA,5,2014,NA,6,2014,148_005,MERS-CoV,1,0
46,1,FALSE,2116,Thomas Rawson,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,"Environmental,Temperature,Humidity",NA,Significant,Not adjusted,No,NA,NA,Both,446,Population based,NA,15,98,Saudi Arabia,NA,NA,Unspecified,Unspecified,Yes - on another platform,Case-crossover analysis of meteorological variables and cases over time. All analysis were conducted on primary MERS cases filtered from WHO publicly available data. Environmental variables included in the univariable conditional; logistic regression but not listed are wind speed and visibility. All analysis considered time-lags (within the incubation period of 2-14 days).,NA,1,2015,NA,12,2017,046_001,MERS-CoV,1,0
52,1,FALSE,2136,Thomas Rawson,Human delay - other human delay (go to section),Yes,No,19.86,0,NA,NA,No,Days,Unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Unspecified (paired),NA,16.95,22.71,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive PCR test,Recovery/non-Infectiousness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,53,Hospital based,General population,NA,NA,Saudi Arabia,King Abdulaziz Medical City in Riyadh (KAMC-R) and King Fahd General Hospital in Jeddah (KFGH-JED).,Hospitals,Unspecified,Unspecified,Not available,Eyeballed from figure,NA,9,2012,NA,6,2016,052_001,MERS-CoV,1,0
53,1,FALSE,2140,Thomas Rawson,Severity - proportion of symptomatic cases,No,No,81,NA,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,16,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,16,Hospital based,General population,0,78,Jordan,NA,Hospitals,Unspecified,Unspecified,Not available,NA,NA,8,2015,NA,10,2015,053_001,MERS-CoV,1,0
53,1,FALSE,2140,Thomas Rawson,Severity - case fatality rate (CFR),No,No,44,NA,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,16,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,16,Hospital based,General population,0,78,Jordan,NA,Hospitals,Unspecified,Unspecified,Not available,NA,NA,8,2015,NA,10,2015,053_002,MERS-CoV,1,0
130,1,FALSE,2140,Kieran Chopra,Seroprevalence - Unspecified,No,No,9,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,23,Household based,Household contacts of survivors,NA,NA,Jordan,NA,NA,NA,Unspecified,Not available,Seropositive if positive in 2 of 3 different sero tests; seroprevalence of household contacts of confirmed cases; Supplementary tables provide some more specific sero info.,NA,3,2016,NA,4,2016,130_002,MERS-CoV,1,0
130,1,FALSE,2140,Kieran Chopra,Seroprevalence - Unspecified,No,No,1,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,278,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,Yes,Level of exposure,Unspecified,278,Hospital based,Healthcare workers,NA,NA,Jordan,NA,Hospitals,NA,Unspecified,Not available,Seropositive if positive in 2 of 3 different sero tests; seroprevalence of household contacts of confirmed cases; Supplementary tables provide some more specific sero info.,NA,3,2016,NA,4,2016,130_001,MERS-CoV,1,0
71,1,FALSE,2141,Thomas Rawson,Seroprevalence - Unspecified,No,No,0,NA,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,61,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,61,Mixed settings,Mixed groups,NA,NA,United States of America,Indiana,NA,Unspecified,Unspecified,Not available,Serology of close contacts - mostly HCWs. Positive serology if positve in at least 2 of three different serology tests.,NA,4,2014,NA,5,2014,071_001,MERS-CoV,1,0
166,1,FALSE,2144,Gina Cuomo-Dannenburg,Risk factors,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,"Age,Close contact,Sex,Camel contact (other),Other",Unspecified,Significant,Adjusted,NA,NA,NA,Unspecified,36,Mixed settings,Persons under investigation,NA,NA,NA,NA,NA,NA,Unspecified,Yes - on another platform,"Data was made available but link has expired. Therefore, do not know what country the cases come from but is all the global cases on the WHO repo within those dates inclusive. Assessed whether the factors has an effect on the regression they used to analyse. A bit confused if this even counts as a risk factor?? And in terms of risk outcome, I think it is the # of cases globally but it's very unclear; Other - Region (middle east), country KSA an exposure to MERS-CoV cases also found significant",NA,1,2015,8,1,2018,166_001,MERS-CoV,1,0
166,1,FALSE,2144,Gina Cuomo-Dannenburg,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,"Comorbidity,Occupation",Healthcare,Not significant,Adjusted,NA,NA,NA,Unspecified,36,Mixed settings,Persons under investigation,NA,NA,NA,NA,NA,NA,Unspecified,Yes - on another platform,"Data was made available but link has expired. Therefore, do not know what country the cases come from but is all the global cases on the WHO repo within those dates inclusive. Assessed whether the factors has an effect on the regression they used to analyse. A bit confused if this even counts as a risk factor?? And in terms of risk outcome, I think it is the # of cases globally but it's very unclear; Other - Region (middle east), country KSA an exposure to MERS-CoV cases also found significant",NA,1,2015,8,1,2018,166_002,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Severity - case fatality rate (CFR),No,No,7.03,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,128,Unspecified,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,128,Hospital based,Healthcare workers,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,NA,1,4,2012,7,7,2015,048_001,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Human delay - incubation period,No,No,5,NA,NA,NA,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,2,15,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,92,Hospital based,Persons under investigation,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,"non-healthcare works, sample size overall 92 but unclear how many included in delay",1,4,2012,7,7,2015,048_011,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Severity - proportion of asymptomatic cases,No,No,36.72,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,128,NA,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,128,Hospital based,Healthcare workers,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,NA,1,4,2012,7,7,2015,048_002,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Human delay - symptom onset>admission to care,No,No,5,NA,NA,NA,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,1,14,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,92,Hospital based,Persons under investigation,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,"non-healthcare works, sample size overall 92 but unclear how many included in delay",1,4,2012,7,7,2015,048_012,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Human delay - incubation period,No,No,7,NA,NA,NA,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,3,11,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,128,Hospital based,Healthcare workers,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,Overall 128 HCW but unclear what sample size of incubation period,1,4,2012,7,7,2015,048_003,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Human delay - symptom onset>death,No,No,12,NA,NA,NA,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,1,52,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,34,Hospital based,Persons under investigation,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,"non-healthcare works, sample size overall 92 but unclear how many included in delay",1,4,2012,7,7,2015,048_013,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Human delay - symptom onset>admission to care,No,No,5,NA,NA,NA,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,0,11,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,128,Hospital based,Healthcare workers,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,Overall 128 HCW but unclear what sample size for this delay is,1,4,2012,7,7,2015,048_004,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Human delay - symptom onset>discharge/recovery,No,No,12,NA,NA,NA,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,3,30,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,58,Hospital based,Persons under investigation,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,"non-healthcare works, sample size overall 92 but unclear how many included in delay",1,4,2012,7,7,2015,048_014,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Human delay - other human delay (go to section),No,No,6,NA,NA,NA,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,1,14,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onset of symptoms,Diagnosis/test result,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,128,Hospital based,Healthcare workers,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,Overall 128 HCW but unclear what sample size for this delay is,1,4,2012,7,7,2015,048_005,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Human delay - other human delay (go to section),No,No,10,NA,NA,NA,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,1,21,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onset of symptoms,Diagnosis/test result,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,92,Hospital based,Persons under investigation,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,"non-healthcare works, sample size overall 92 but unclear how many included in delay",1,4,2012,7,7,2015,048_015,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Human delay - symptom onset>death,No,No,13,NA,NA,NA,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,4,17,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,9,Hospital based,Healthcare workers,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,Overall 128 HCW but unclear what sample size for this delay is,1,4,2012,7,7,2015,048_006,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Severity - case fatality rate (CFR),No,No,35.6,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,1368,Unspecified,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,1368,Hospital based,Persons under investigation,2,90,NA,NA,NA,NA,NA,Not available,CFR based on global cases up to 7 July 2015,NA,NA,NA,7,7,2015,048_016,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Human delay - symptom onset>discharge/recovery,No,No,11,NA,NA,NA,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,5,24,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,119,Hospital based,Healthcare workers,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,Overall 128 HCW but unclear what sample size for this delay is,1,4,2012,7,7,2015,048_007,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),Occupation,Healthcare,Significant,Unspecified,NA,NA,NA,Both,220,Hospital based,Mixed groups,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,NA,1,4,2012,7,7,2015,048_017,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Human delay - time in care (length of stay),No,No,9.5,NA,NA,NA,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,3,22,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,220,Hospital based,Healthcare workers,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,Overall 128 HCW but unclear what sample size for this delay is,1,4,2012,7,7,2015,048_008,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Severity - case fatality rate (CFR),No,No,36.96,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,92,Unspecified,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,92,Hospital based,Persons with symptoms,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,Cases in non-healthcare workers,1,4,2012,7,7,2015,048_009,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Occupation,Healthcare,Significant,Unspecified,NA,NA,NA,Both,220,Hospital based,Mixed groups,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,Risk of asymptomatic disease,1,4,2012,7,7,2015,048_019,MERS-CoV,1,0
48,1,FALSE,2185,Christian Morgenstern,Severity - proportion of asymptomatic cases,No,No,17.39,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,92,NA,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,92,Hospital based,Persons with symptoms,NA,NA,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,NA,NA,Not available,Cases in non-healthcare workers,1,4,2012,7,7,2015,048_010,MERS-CoV,1,0
70,1,FALSE,2185,Anh Pham,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severe disease (in general population),Occupation,Healthcare,Significant,Not adjusted,No,NA,NA,Both,183,Hospital based,Persons under investigation,2,90,"Iran (Islamic Republic of),Jordan,Philippines,Republic of Korea,Saudi Arabia,United Arab Emirates",NA,NA,Start outbreak,Unspecified,Yes - as an attachment,NA,1,4,2012,7,7,2015,070_002,MERS-CoV,1,0
125,1,FALSE,2186,Rhys Earl,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),"Age,Comorbidity,Hospitalisation,Sex,Camel contact (other),Other",Unspecified,Not significant,Not adjusted,NA,NA,NA,NA,1094,Community based,Persons under investigation,NA,NA,NA,NA,NA,Post outbreak,Unspecified,Yes - on another platform,"Other non-sign risk factors: Saudi nationality,Background of contact with morbid case at home or hospital 1-14 days prior to the onset of symptoms,  Need for admission to negative pressure isolation room or ICU, secondary case, other camel was conact with camel or camel milk 1-14 days prior",23,9,2012,11,11,2016,125_001,MERS-CoV,1,0
125,1,FALSE,2186,Rhys Earl,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),Other,Unspecified,Significant,Not adjusted,Yes,No,Time,Both,1094,Community based,Persons under investigation,NA,NA,NA,NA,NA,Post outbreak,Unspecified,Yes - on another platform,"sig risk factors, Native morbid case, Travel History,- these are disaggregated by year 2013-2016",23,9,2012,11,11,2016,125_002,MERS-CoV,1,0
